 ,,Bananas Docena,Huevos Maple,Brote de Soja,Champignones,Girgolas,Morron Amarillo,Ananá,Alcaucil,Queso Criollo Horma,Kiwi Cajón,Pera Cajón,Pera Caja,Pera Bandeja,Pera Kg,Manzana Roja Caja,Manzana Roja Bandeja,Manzana Roja Kg,Manzana Verde Caja,Manzana Verde Bandeja,Manzana Verde Kg,Ciruela Cajón,Ciruela Kg,Durazno Cajón,Durazno Kg,Uva Kg,Uva Rosa,Uva Blanca,Uva Huevo,Uva Negra,Garbanzo,Almendras kg,Maní con Cáscara Bolsa,Queso de Cabra Horma,Miel de Caña,Miel de Abeja,Higo Cajón,Higos por Kg,Ajo Ristra,Berenjena Jaula,Berenjena Kg,Pomelo Jaula,Pomelo Grande Jaula,Pomelo Docena,Mandarina Grande Jaula,Mandarina Docena,Estevia atado,Cebolla Kg,Cebolla Morada Kg,Zukini Cajón,Zukini Kg,Naranja Docena,Ajo cabeza,Limón Docena,Papaya,Papa por Kg,Bananas Premium Docena,Arándanos bandeja,Banana Cajón,Banana Premium Cajón,Cayote,Zukini Jaula,Yerba Buena,Menta o yerba buena,Menta,Papa bolsa,Papá chica bolsa,Cebolla bolsa,Cebolla Morada Bolsa,Tomate cajón,Naranja Grande Jaula,Tomate redondo cajón,Naranja jaula,Limón jaula,Mandarina jaula,Mandarina Grande Docena,Zapallito Verde Jaula,Zapallito verde kg,Cereza kg,Choclo amarillo bolsa,Choclo amarillo Docena,Limón Grande Jaula,Morrón verde jaula,Morrón rojo jaula,Calabaza bolsa chica,Calabaza bolsa grande,Calabaza kg,Manzana Roja  Premium Caja ,Zapallo entero,Zapallo Amarillo Kg,Mango Caja,Zapallo negro Kg,Tomate Cherry Cajón,Tomate Cherry Kg,Platano,Palta Criolla Kg,Frutilla Cajón,Frutilla Kg,Repollo Morado,Repollo Blanco, Coliflor,Zanahoria Atado,Cilantro,Tomate Cajón p/ Salsa,Locoto Kg,Papines por kg,Orégano,Granada Kg,Romero fresco atado,Melón,Laurel,Albahaca Hidropónica,Tanjarina,Tomate Seco,Quinoa,Nabos,Maracuya,Sandía,Melon Caja,Tomate Cherry Jaula,Lima Docena,Frutilla Cajon p/mermelada,Lima Cajón,Papa Blanca Bolsa,Chia kg,Morrón Rojo Kg,Morrón Verde Kg,Tomate Jaula,Jengibre Kg,Pepino kg,Mango kg,Nuez kg,Albahaca seca,Tomate Redondo Kg,Quinotos Kg,Zanahorias Grandes por Bolsa,Salvia atado,Batata Bolsa,Batata Kg,Pelones Cajón,Pelones Kg,Porotos de Soja,Zanahoria por Kg,Tomate Perita Kg,Maiz Pelado kg,Poroto Pallares kg,Frutos Rojos 2 Congelados,Habas,Palta Madura por Kg,Lima jaula,Palta Madura por Kilo,Manzana Roja Deliciosa Bandeja,Lechuga Hidroponica,Tomillo,Palta Mediana por Kg,Lechuga Morada Jaula,Lechuga Crespa Jaula,Lechuga Mantecosa Jaula,Arandanos Congelados,Rucula unidad,Choclo Blanco por Bolsa,Choclo Blanco Docena,Quesillo,Berro,Jaula de Lechuga Repollada,Brócoli,Remolacha,Lechuga Repollada unidad,Puerro,Apio,Verdeo,Maracuya Congelado,Perejil,Radicheta,Arveja por Kg,Aji Picante por Kg,Chaucha por Kg,Espinaca,Lechuga Crespa unidad,Lechuga Morada unidad,Lechuga Mantecosa unidad,Albahaca unidad,Acelga,Lechuga Crespa 1/4,Lechuga Morada 1/4,Lechuga Escarola,Ají dulce,Esparragos,Repollos de Brucelas,Hongos de Pino,Papa Oca por kg,Damasco kg,Hinojo,Rabanito,Frutos Rojos 1 Congelados,kiwi Kg,Rucula Hidroponica,Lenteja por Kg,Pimentón por Kg,Provenzal kg,,,
4/08/2025 5:45:08,035) Mapogo,3,,,,,,,,,,,,,3,,,3,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,"0,5",,,,,,,,,,,,,,,,,,,1,,,1,,,,,3,2,,,,,,,,,,,,,2,,,,,,,4,,,1,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,3,1,,1,,2,,,,,,,,,,,,2,,,,,,,,15,,,,,,,,,6,,,,,,1,,,1,1,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,3,,,,,,,
4/08/2025 5:46:25,043) La Fiamma Caseros,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/08/2025 5:47:48,019) The Salad Bar,"0,5",1,,,,,,,,,,,,"0,5",,,1,,,"0,5",,,,,,,,,,,,,"1,4",,,,,,,,,,,,,,1,,,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,5",,,,,,,2,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,"0,5",,,,,,,,,,,,,,,,4,,,,,,1,1,5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
4/08/2025 5:49:00,007) Factury,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,"0,5",,,"0,5",,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
4/08/2025 5:50:16,024) De Boca en Boca,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,2,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,1,,,2,2,,1,,,"0,5",,,7,,,,,,,,,,,,,,,,,,,,,,,,
4/08/2025 5:50:42,005) Barrett,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4/08/2025 5:51:33,002) Estación Buenos Aires,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,"0,5",,,,,,,
4/08/2025 5:52:48,012) Estación Belgrano 2,1,,1,,,,,,,,,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,"0,25",,,,3,,,,,,,,,,,,,,,,,,"0,5",,,,,,,2,"0,5",,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,1,,,,,,,
4/08/2025 5:53:00,001) Sucree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/08/2025 8:05:06,040) Gertrudis cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:11:16,030) Bovino Rivadavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:11:50,005) Barrett,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:14:15,021) Estación Belgrano,"1,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,2,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,25",,,,,,,,,,,,,,,5,,,,,,,10,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
5/08/2025 5:14:33,010) Factury Güemes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:15:10,031) Charrua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:16:18,035) Mapogo,1,,,,,,,,,,,,,2,,,4,,,,,,,,1,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:17:41,019) The Salad Bar,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"0,5",,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,"0,4","0,35",,"0,25",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:18:11,038) La Fiamma Paseo Guemes,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:19:13,002) Estación Buenos Aires,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,"0,5",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:20:15,054) Baum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,"0,5",,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,"0,25",,,1,,,,1,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:20:37,001) Sucree,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:21:13,007) Factury Rivadavia,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,"0,5",,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:21:33,018) Estación Terminal,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 5:22:05,023) Los Diaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
5/08/2025 7:33:19,043) La Fiamma Caseros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,1,,1,,,,"0,5",,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2025 7:51:56,040) Gertrudis cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:30:01,042) Sandwicheria David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:30:42,005) Barrett,,,,,,,,,,,,,,,,,,,,"0,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
6/08/2025 5:32:05,021) Estación Belgrano,,,,,,,,,,,,,,2,,,2,,,2,,,,,,,,,,,,,,1,1,,,,,,,,"0,5",,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,"2,5",,,,,,,,,,,,,,,,,,,"4,2",,"1,5",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"1,5",1,,,1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:33:12,016) House,2,,,,,,,,,,,,,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,,2,,,,,,,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,
6/08/2025 5:33:33,030) Bovino Rivadavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:34:04,043) La Fiamma Caseros,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:35:04,031) Charrua,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:35:37,025) Spot,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:36:00,010) Factury Güemes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:37:02,035) Mapogo,,,1,,,,,,,,,,,1,,,2,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,2,,,,,,,,10,,,,,,,,,4,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,
6/08/2025 5:37:31,038) La Fiamma Paseo Guemes,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:37:58,002) Estación Buenos Aires,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:38:56,012) Estación Belgrano 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,3,,,,,,,,,3,,,,,,4,3,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:40:00,019) The Salad Bar,"0,5",1,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,9",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3","0,3",,,,,,,,,,,,,,,,3,"0,5",,,,,,,,,,,,,,,,2,,,,,,1,2,4,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:40:30,001) Sucree,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"0,5",,,,,,,
6/08/2025 5:41:21,007) Factury,"0,5",,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,"1,1",,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,"0,5",,,,,"0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2025 5:43:31,041) Ohiggins 1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"0,5",,,,,,,
7/08/2025 5:20:07,015) H Villa Vicuña,1,2,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2025 5:20:32,018) Estación Terminal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
7/08/2025 5:21:03,001) Sucree,"0,5",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2025 5:21:33,023) Los Diaz,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2025 5:22:10,012) Estación Belgrano 2,2,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2025 5:22:45,002) Estación Buenos Aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,2,,,,,,,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,,,,,,1,,,,,,,,,,,,,,,,,,,,
7/08/2025 5:23:22,043) La Fiamma Caseros,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
